id,output_gen
f6b2621af1e6e65887815e47fd79fe18cd4d701c69703e67836449339b483b11,829.8731983534166
e7aab7e149c7b9e49def19f186a866561aceff2e0a4317479f61cdd820d40d4a,829.8731983534166
facf6c194b827950175b895bf7628c8f8c1ef627d43ccd1a44c8795b813610d0,829.8731983534166
5a5be32da7cc6e3094a0a003e0099335f4daad999e343136fccdf1f97db9a80c,829.8731983534166
9039c51a2cff6ce931c131594df57ddf4556f4fe162127b2a390ff2dbd3ecc41,829.8731983534166
44fbfcf2c17c89631de97f17bb436d46848be82ace6a1683680d9a49b625a483,829.8731983534166
132181c22c79010c057cc9f8c74e399b0eaa4fca741a6fd1e80e81fd8d243f88,829.8731983534166
215022fdcef754a8d1b882041e85eec9174a2ff1d7d8f74a8db73f0aed44218c,829.8731983534166
e0cc4c93b6a681d1a37d1c31059fb86a934f25a3c5f5269314d0cf5918a3d8cb,829.8731983534166
b6341b9964c7da83b080798d82bcb97ef22657d41e42d4c5a2f32f119621b7f5,829.8731983534166
b895150ca730083f365708aba602166c864bc140b84e91a72591e40462c4192d,829.8731983534166
b67fc1fba7258167c1d581ed6da3841f31b46c238ff4cdd1283e71f42d138023,829.8731983534166
d71157e31f0508f75567541d7950084fa2b73d8731d29f54bd8695557b44878b,829.8731983534166
d9d3de0562c5c0fd5973746f657afb0e7416eb655950eb255f2febc09add3192,829.8731983534166
ef00a3ee1bec8cf98aac80325d965543e781fbf156fd44c09e03150409a856c5,829.8731983534166
0a08e9a4aa92b1566be5078ac9bed42f281a9797a027365f27f04c357ec41073,829.8731983534166
8e123e9030e45858ec94f3a38abb3407bd61aa12999387c8f39591830934453e,829.8731983534166
c61c4fcecdd3d6cdfd22b58a3e3b9408bc436ab506efb738b094faa78e6df05c,829.8731983534166
2cd5fd8a87c04ca10bbf8c9d9e5a75d606a792275863fc194315c0d22d64d092,829.8731983534166
0ffac2a8490aff642590cd960d1ab8ec34aeb55ee029374a2df4a495473fce45,829.8731983534166
67af3583f19111cacea44764e0a42d5b02178bf4d1b5944ac5c1f4f702ecf9fd,829.8731983534166
6afefe05f2ba58bfc3d9220672fbdfaa8a4deb02afd3905fc4a8cb4a398a689f,829.8731983534166
1c196a79034a69f5e899c68c5f13203fcb66cbd4db1ac7301f16f3287c00b065,829.8731983534166
3931bc85724137176938261c0025f26e6b5e60432ac537e2d4ecbbbf8469c492,829.8731983534166
539216120fa5952f41cdc0ff208f2d75fea4f5eb6643edc01a2b26a32aec544c,829.8731983534166
306cd302282d8780b83b02fb5419bc0a01806b044689bf4323ba20a64899f8c1,829.8731983534166
cab50de9ee592c0c7215e8e4c7de4526cf28a6ac06ca6a2f0349a679b8cbcc4a,829.8731983534166
c5d485ef1dbcd90a50115c293538355e1d71d2e68cffa241f71c47d7a7bac3af,829.8731983534166
a849f67fd398d0c98fb8d5986f7218536399172a22ca1dababfc2ae654df24f6,829.8731983534166
18d889653a863b8826f8803761ba181528628fb9fb962ce9cac38f4363461aa6,829.8731983534166
3ea572074a2e77d89771c3da1c1c8b262badfcb4d6e0d83d44d66766c88bdce8,829.8731983534166
981d0b029f3648086c56b1437632a284b9d82148ca55319fae706fa287fcf4be,829.8731983534166
8d2e9e105fa6522503fbe47097f8d68d550187587a68b8171d7aa384d553473d,829.8731983534166
95a89aacc5acc13f3ed23ff0c521377f522d2e4a3017734fb6726717439387f9,829.8731983534166
faa11273c72d1e23cc6deeab8a46e070f1e406c33b9449d0d27f9cae73ab115a,829.8731983534166
049056971c73acb5906a53bbf9cf7aab1c13a39eb2251249c4b048f3176beb54,829.8731983534166
a4fd364c2016603def738f5263146ac77496173eb7305950df4db80227c53444,829.8731983534166
c7ab4839003ee23c9b8d0ec3bd39c71a0ab834edfe65262d2f1712fde295cabf,829.8731983534166
e64a075f5e4a0b86895208558b91c93d1b581ca87e49810beb664132e9e17dd4,829.8731983534166
9c6b72eae77aa14c684a4740d92e2416430d6c774ff013582b5a6058190f5ae6,829.8731983534166
f0a127158f0b7a94d8c6aaf5344fd87e35c9780557bce2a965a6b90d035382fd,829.8731983534166
b5870bd2043c31882058e6f77857e40b346442c2bf9437473704f6227c24003c,829.8731983534166
c375d99afb89d439c5d200f7dbb42a2e9811b8d2d0c5059fd59158c61286e861,829.8731983534166
9f523456e57af7f351a6962ae6bb94f1f29f2ab1de9e57a2426015de754b4aa9,829.8731983534166
2fa2ac4d0e1f2e99cf99ff332d37465ed66e7a1c2c79bf259299f5eb3a7aa789,829.8731983534166
e5c5869de512e6cd8a5c82bf69cdc77ed61fec21fd54ce8d5b4caaa994c6da28,829.8731983534166
fa246750d001d890da6b2011b1cb4bf9ca766c3895a8531d1db7c16676057ebe,829.8731983534166
a373faf0f4b0d3b7653ce0a3eca7a978120a23670a1847c26efc57ca5669def5,829.8731983534166
f2a4058b0049a539a42d1898fa3617df267b0b8a1c6c021e8cbc4cb6e773ed3d,829.8731983534166
315c6bd141c5a1e8fb6e9811aaf2c73fe9a383583ba923db1fbfaa327e35ffcd,829.8731983534166
97b9d1e18f1f017ddaa611188f856231849493d482c1f84fa1747e74fe064bd3,829.8731983534166
d18ad69449de4c6a52264a3a24645a237dde5eb17b1d313aaae10ef003f505cb,829.8731983534166
58f764e8c4c22f1e79b0ec65d377bbc415df1d29ce58f6024d54bad8fa29c646,829.8731983534166
28c474d29972bdf3b761da15d6f2184de7e130d9c68b24de1760e34e7c6b2032,829.8731983534166
6eed41dbd2ff80089e813191c47174fb1df060a689b495ab063b8f6d4985f150,829.8731983534166
6e3c8c14a05546bbc5f87f58dd16892317e7468789688edef8f739d346e7a09b,829.8731983534166
0fd2637e5f5bc30f1ed94757e18e63889ed3c3c9bcd6eed971912ac739cd00a9,829.8731983534166
d3f1c26bd52dd31b3a9fc33a37cdcd24f078c3a62aa5ad5d306474d6248f8c70,829.8731983534166
22a4b1d1aacf47e1cb0e917a7a53e4c2c02480de52bebbd376d3fb1286c5c03a,829.8731983534166
90707a651f9200262c1fc1c76179ffa72a79010b5c17266db259db0d32d3a561,829.8731983534166
ccb3b0cdfae4c1e760be6b7a2ae8a4ceb834cf40049cb3a2de906a2361c8a6dd,829.8731983534166
d53f9f428ade6a0dc1a8b81ae2ef61e4b9cdb78b2754fda93282ce45f9df5e1e,829.8731983534166
bb5682135f27b55197c9541a7c63ffd7cb9735941146cce3940bf8bd1fddd979,829.8731983534166
a3b8332f8619a31f759a7e6995b2da03d052146550361e9b22922782b0e5b97a,829.8731983534166
2256c554877875e592797161239888596bc4349eb37d50394855ffb405267c35,829.8731983534166
c5e9a10fd02941257062cc7df35117bb4af14b1157eed7cfde1e390bf897c009,829.8731983534166
a31d7cfb5d0a31e6683f5032b9ec9c4a6c3001fc81b0136298abf6cd267d5253,829.8731983534166
36dc669f684a3ac7de748f700607d45ef6fa4be9d2bc6be0ad5e3901e4f5894a,829.8731983534166
6f5eb48dbed660cc90da8102646ee6fa12f4f524017eaa432814687edcf0d71e,829.8731983534166
45baa4e56b4db91aeadfc50b40e07fe92471cb4f7f393899f0c660866109905d,829.8731983534166
6e8bf669bf37eb9951b916d475e99dc27ca60a03593f9cf2c9d3893ea8f1bbbc,829.8731983534166
